input,target
"For well-seeing eyes do possess the power to find thy foul faults, and therefore must we take heed lest they should perceive them.",Lest eyes well-seeing thy foul faults should find.
"That well-seeing eyes might not find thy foul faults, we must take care lest such keen vision should discover them.",Lest eyes well-seeing thy foul faults should find.
"Canst thou, O most cruel one, truly say that I love thee not?","Canst thou, O cruel! say I love thee not,"
"O cruel heart! Canst thou say I love thee not, when all doth witness otherwise?","Canst thou, O cruel! say I love thee not,"
"Say, canst thou not, O cruel being, that I love thee with all my soul?","Canst thou, O cruel! say I love thee not,"
When I do against myself with thee partake in this most grievous conflict?,When I against myself with thee partake?
"When shall I against myself with thee partake, and thus betray mine own nature?",When I against myself with thee partake?
When dost I against myself with thee partake of such a bitter fellowship?,When I against myself with thee partake?
"Am I of my self become all tyrant for thy sake, doing such violence to mine own nature?","Am of my self, all tyrant, for thy sake?"
"For thy sake alone, am I not of my self all tyrant, ruling o'er mine own heart with tyrannous hand?","Am of my self, all tyrant, for thy sake?"
"Of my self am I all tyrant, and for thy sake do I maintain this despotick rule o'er my own being?","Am of my self, all tyrant, for thy sake?"
"Shall I revenge upon myself with present moan, thus turning mine own hand 'gainst my breast?",Revenge upon myself with present moan?
"Dost thou revenge upon myself with present moan, letting forth such anguished cries as speak my torment now?",Revenge upon myself with present moan?
To revenge upon myself with present moan—what madness drives a man to inflict such immediate sorrow upon his own self?,Revenge upon myself with present moan?
"When all my best doth worship thy defect, it grieveth me to see such worthy qualities bent upon thine imperfection.","When all my best doth worship thy defect,"
"When all that is my best doth worship at the altar of thy defect, I am most troubled by this strange devotion.","When all my best doth worship thy defect,"
"All of my best doth worship thy defect, and in this hour when such noble parts do homage to thy weakness, I am undone.","When all my best doth worship thy defect,"
To make me give the lie unto that which my true sight doth perceive and know,"To make me give the lie to my true sight,"
"To make me give the lie against what my true sight hath witnessed, and so deny mine own eyes","To make me give the lie to my true sight,"
To make me give the lie to that vision which my true sight alone doth comprehend and certify,"To make me give the lie to my true sight,"
And dost thou swear that brightness doth not grace the day with any fair countenance?,And swear that brightness doth not grace the day?
"Wouldst thou swear and vow that the day doth not receive grace from brightness, that light celestial doth not adorn it?",And swear that brightness doth not grace the day?
"And shall we swear upon our honour that brightness, that most fair and radiant thing, doth not grace the day at all?",And swear that brightness doth not grace the day?
From whence dost thou hast this becoming manner of things most ill and dark?,"Whence hast thou this becoming of things ill,"
"Tell me, pray, whence hast thou acquired this becoming garb of things ill and wretched?","Whence hast thou this becoming of things ill,"
"This becoming of things ill—from whence, I ask, hast thou obtained such cursed knowledge?","Whence hast thou this becoming of things ill,"
"That which doth rest in the very refuse of thy deeds, so base and wretched",That in the very refuse of thy deeds
"In the very refuse of thy deeds, that foulest matter doth lie revealed",That in the very refuse of thy deeds
That base refuse which dwelleth in the very depths of thy most shameful deeds,That in the very refuse of thy deeds
"The more that I do hear and see, doth there not arise a just cause of hate?",The more I hear and see just cause of hate?
Doth not the more I hear and likewise see engender in me a just cause of hate?,The more I hear and see just cause of hate?
"The more I hear, and see moreover, what just cause of hate doth thus appear to me?",The more I hear and see just cause of hate?
More worthy am I to be beloved of thee than any other soul upon this earth.,More worthy I to be beloved of thee.
"Of thee, I am more worthy to be beloved than all the rest of mankind.",More worthy I to be beloved of thee.
"I am more worthy, in truth, to be beloved of thee than any creature living.",More worthy I to be beloved of thee.
"Then, gentle cheater, I beseech thee, urge not my amiss, for I am fraught with sorrow.","Then, gentle cheater, urge not my amiss,"
"Gentle cheater, then forbear, and urge not further my grievous amiss, I do entreat thee.","Then, gentle cheater, urge not my amiss,"
"Then, I pray thee, gentle cheater, urge not my amiss upon me, lest I be utterly undone.","Then, gentle cheater, urge not my amiss,"
My soul doth tell unto my body that he may so proceed with all his earthly desires.,My soul doth tell my body that he may
"That he may act, my soul doth surely tell my body with most certain voice.",My soul doth tell my body that he may
"My body heareth what my soul doth tell, that he may venture forth as he sees fit.",My soul doth tell my body that he may
"But rising at thy name doth point out thee, as morning doth reveal the sun's bright countenance.","But rising at thy name doth point out thee,"
"Rising at thy name, it doth point out thee, yet such motion but speaks the truth of thy being.","But rising at thy name doth point out thee,"
"But when rising cometh at thy name, it doth surely point out thee to all who have eyes to perceive.","But rising at thy name doth point out thee,"
"As his most triumphant prize doth he hold, being proud of this very pride that swelleth within his breast.","As his triumphant prize. Proud of this pride,"
"His triumphant prize it is, and proud—most proud—of this pride doth he remain, as one possessed of glory.","As his triumphant prize. Proud of this pride,"
"Proud of this pride, he doth regard it as his triumphant prize, a conquest most worthy of his exultation.","As his triumphant prize. Proud of this pride,"
"He is contented to be thy poor drudge, and doth willingly accept such servile station.","He is contented thy poor drudge to be,"
