input,target,output,MA,SP,G
"For he is kind and merciful, yet thou art covetous, always grasping and desiring more than thy portion.","For thou art covetous, and he is kind;",for he is kind and yet thou art covetous merciful always grasping and desiring more than thy portion,1.0,0.9893,0.1646
"Thou wilt take the statute of thy beauty, and therein thou shalt find thy measure.","The statute of thy beauty thou wilt take,",thou wilt the statute take of beauty thy and therein thou shalt find thy measure,1.0,0.9878,0.135
"The statute of thy beauty thou wilt take unto thyself, as is thy right and due.","The statute of thy beauty thou wilt take,",the statute of thy beauty thou wilt take unto thyself as is thy right and due,1.0,1.0,0.1698
Wilt thou not take the statute of thy beauty and hold it as thy most precious possession?,"The statute of thy beauty thou wilt take,",wilt thou not take the statute of thy beauty and hold it as thy most precious possession,1.0,1.0,0.1596
"Thou usurer, that puttest all thy substance forth to use and profit, gaining thereby at every turn","Thou usurer, that puttest forth all to use,",usurer thou that puttest all thy substance forth to use and profit gaining thereby at every turn,1.0,0.9934,0.1288
"That usurer art thou, who puttest forth all that thou possessest to use, seeking returns most grievous","Thou usurer, that puttest forth all to use,",usurer that art thou who puttest forth all that thou possessest to use seeking returns most grievous,1.0,0.9826,0.137
"Thou art a usurer most vile, that puttest all to use, wringing forth gain from every coin and treasure","Thou usurer, that puttest forth all to use,",a thou usurer art most vile that puttest all to use wringing forth gain from every coin and treasure,1.0,0.9712,0.1304
"And sue a friend who came to be my debtor for my sake, in that I did extend unto him kindness.",And sue a friend came debtor for my sake;,and sue a friend who came to be my debtor for my sake in that i did extend unto him kindness,1.0,1.0,0.1533
"A friend came unto me, and I did sue him for to be my debtor, all for my own sake and benefit.",And sue a friend came debtor for my sake;,a friend came unto me and i did sue him for to be my debtor all for my own sake and benefit,1.0,1.0,0.1736
"And there came a friend whom I did sue, making him my debtor, yet all was done for my sake alone.",And sue a friend came debtor for my sake;,and there a came friend whom i did sue making him my debtor yet all was done for my sake alone,1.0,0.9964,0.1363
"And 'Will' to boot likewise, with 'Will' added in such over-plus as doth exceed all measure.","And 'Will' to boot, and 'Will' in over-plus;",and will to boot with added will in likewise such overplus as doth exceed all measure,1.0,0.9871,0.1145
"Nay, 'Will' thou shalt have to boot, and further still 'Will' in over-plus doth abound.","And 'Will' to boot, and 'Will' in over-plus;",nay will thou shalt have to and further boot still will in overplus doth abound,1.0,0.9817,0.1183
"And 'Will' besides, to boot withal, yet 'Will' doth remain in over-plus most generous.","And 'Will' to boot, and 'Will' in over-plus;",and will besides to boot withal yet will doth remain in overplus most generous,1.0,1.0,0.1159
"And shall there in my will no fair acceptance shine forth, I pray thee?",And in my will no fair acceptance shine?,and shall in there my will no fair acceptance shine forth i pray thee,1.0,0.9857,0.1201
"In my will, doth no fair acceptance shine, and can this be so?",And in my will no fair acceptance shine?,in my will doth no fair acceptance shine and can this be so,1.0,1.0,0.1308
"And why in my will should no fair acceptance ever shine, tell me true?",And in my will no fair acceptance shine?,and why in my will should no fair acceptance ever shine tell me true,1.0,1.0,0.1165
"Swear unto thy blind soul that I was thy 'Will', and let this oath bind thee eternally to that truth.","Swear to thy blind soul that I was thy 'Will',",swear unto thy blind soul that i was thy will and let this oath bind thee eternally to that truth,1.0,1.0,0.154
"I do beseech thee, swear to thy blind soul that I, who am thy 'Will', was indeed present in thy life.","Swear to thy blind soul that I was thy 'Will',",i do beseech thee swear to thy blind soul that i who am thy will was indeed present in thy life,1.0,1.0,0.1582
"Thou must swear faithfully to thy blind soul that I was thy 'Will', and hold this vow most sacred in thy heart.","Swear to thy blind soul that I was thy 'Will',",thou must swear to thy blind soul that i faithfully was thy will and hold this vow most sacred in thy heart,1.0,0.9976,0.1445
"Ay, I do beseech thee, fill it full with the wills of many men, and let my will be counted one amongst them.","Ay, fill it full with wills, and my will one.",ay i beseech do thee fill it full with the wills of many men and let my will be counted one amongst them,1.0,0.9936,0.1681
"Ay, fill it to the brim full with divers wills, and see that my will doth stand as one among the rest.","Ay, fill it full with wills, and my will one.",ay fill it to the brim full divers with wills and see that my will doth stand as one among the rest,1.0,0.9905,0.1562
"Ay, prithee fill it full—with wills unnumbered shalt thou do so—and my will shall be reckoned one.","Ay, fill it full with wills, and my will one.",prithee ay fill it fullwith wills unnumbered shalt thou do soand my will shall be reckoned one,1.0,0.997,0.1325
"For nothing do I hold myself, so that it shall please thee to hold me in thy regard","For nothing hold me, so it please thee hold",for nothing do i hold so that it myself shall please thee to hold me in thy regard,1.0,0.9854,0.16
"Hold me for nothing, I beseech thee, so it please thee to hold fast to thy love of me","For nothing hold me, so it please thee hold",hold me for nothing i beseech thee so it please thee to hold fast to thy love of me,1.0,1.0,0.1899
"So it please thee to hold me dear, I care not that the world hold me for nothing","For nothing hold me, so it please thee hold",so it please thee to hold me dear i care not that the world hold me for nothing,1.0,1.0,0.1581
"That they doth behold what lieth before them, and yet see not the true nature of that which they perceive with their eyes?","That they behold, and see not what they see?",that they behold doth lieth what before them and yet see not the true nature of that which they perceive with their eyes,1.0,0.9366,0.1924
"That they behold all things set before them, and see not what manner of thing it is that they do see?","That they behold, and see not what they see?",that they behold all things before set them and see not what manner of thing it is that they do see,1.0,0.9872,0.1899
"That they see what lieth before them, and yet behold it not, understanding not what it is that they see?","That they behold, and see not what they see?",that they see lieth what before and them yet behold it not understanding not what it is that they see,1.0,0.9761,0.1581
"Yet take what the best is, and thou shalt perceive the worst to be.",Yet what the best is take the worst to be.,yet take the what best is and thou perceive shalt the worst to be,1.0,0.9732,0.1367
"What is the best, yet take it for the worst to be, I prithee.",Yet what the best is take the worst to be.,what is the best yet take it for the worst to be i prithee,1.0,1.0,0.1512
"Take yet what the best is, and lo, the worst to be doth appear.",Yet what the best is take the worst to be.,take yet the what best is and lo the worst to be doth appear,1.0,0.9923,0.1495
"That she might think me to be some untutored youth, devoid of learning and polish.","That she might think me some untutored youth,",that she might think me to be some untutored youth devoid of learning and polish,1.0,1.0,0.1617
